id,display_name,works_count,works_api_url,h_index,country_code
https://openalex.org/A5063496433,Zhang Li,9929,https://api.openalex.org/works?filter=author.id:A5063496433,55,CN
https://openalex.org/A5090048784,Paul M. Salmon,674,https://api.openalex.org/works?filter=author.id:A5090048784,55,AU
https://openalex.org/A5003767463,Michael B. Cook,589,https://api.openalex.org/works?filter=author.id:A5003767463,55,US
https://openalex.org/A5023634752,David Díaz-Sánchez,278,https://api.openalex.org/works?filter=author.id:A5023634752,54,US
https://openalex.org/A5056748708,Píetro Lió,878,https://api.openalex.org/works?filter=author.id:A5056748708,54,GB
https://openalex.org/A5047315859,Jamil Zaki,175,https://api.openalex.org/works?filter=author.id:A5047315859,53,US
https://openalex.org/A5023798621,Zhan‐Ting Li,379,https://api.openalex.org/works?filter=author.id:A5023798621,53,CN
https://openalex.org/A5061407928,Xiao-Hui Zhang,1308,https://api.openalex.org/works?filter=author.id:A5061407928,52,CN
https://openalex.org/A5053938061,Santo Fortunato,178,https://api.openalex.org/works?filter=author.id:A5053938061,52,US
https://openalex.org/A5029913249,Xiang Ren,292,https://api.openalex.org/works?filter=author.id:A5029913249,52,CN
https://openalex.org/A5031386218,Darren P. Croft,194,https://api.openalex.org/works?filter=author.id:A5031386218,52,GB
https://openalex.org/A5019170728,Manlio De Domenico,273,https://api.openalex.org/works?filter=author.id:A5019170728,51,IT
https://openalex.org/A5009826262,Muhammad Ali Imran,1134,https://api.openalex.org/works?filter=author.id:A5009826262,51,GB
https://openalex.org/A5081775695,David García,492,https://api.openalex.org/works?filter=author.id:A5081775695,51,US
https://openalex.org/A5078699564,Emilio Ferrara,395,https://api.openalex.org/works?filter=author.id:A5078699564,51,US
https://openalex.org/A5042663607,Niel Hens,386,https://api.openalex.org/works?filter=author.id:A5042663607,51,BE
https://openalex.org/A5025218537,Vittoria Colizza,156,https://api.openalex.org/works?filter=author.id:A5025218537,51,FR
https://openalex.org/A5034603892,Carlos Rodríguez-Navarro,162,https://api.openalex.org/works?filter=author.id:A5034603892,51,ES
https://openalex.org/A5019818981,George P. Fletcher,713,https://api.openalex.org/works?filter=author.id:A5019818981,51,NL
https://openalex.org/A5069013375,Hafız Muhammad Ali,237,https://api.openalex.org/works?filter=author.id:A5069013375,51,SA
https://openalex.org/A5028840611,Hung‐Ming Wang,405,https://api.openalex.org/works?filter=author.id:A5028840611,50,TW
https://openalex.org/A5079517520,Petter Holme,257,https://api.openalex.org/works?filter=author.id:A5079517520,49,JP
https://openalex.org/A5011207018,Ke‐Qing Xia,273,https://api.openalex.org/works?filter=author.id:A5011207018,49,CN
https://openalex.org/A5034372799,Renaud Lambiotte,283,https://api.openalex.org/works?filter=author.id:A5034372799,49,GB
https://openalex.org/A5048320909,Li‐Zhi Zhang,128,https://api.openalex.org/works?filter=author.id:A5048320909,49,CN
https://openalex.org/A5090619385,Yujin Kim,1121,https://api.openalex.org/works?filter=author.id:A5090619385,49,KR
https://openalex.org/A5017242154,Ting Kai Li,100,https://api.openalex.org/works?filter=author.id:A5017242154,48,CN
https://openalex.org/A5069524332,Michael J. Cook,321,https://api.openalex.org/works?filter=author.id:A5069524332,48,US
https://openalex.org/A5041554951,Philip H. Howard,381,https://api.openalex.org/works?filter=author.id:A5041554951,48,US
https://openalex.org/A5060541627,Li I. Zhang,93,https://api.openalex.org/works?filter=author.id:A5060541627,48,US
https://openalex.org/A5022272025,Francesco Bonchi,336,https://api.openalex.org/works?filter=author.id:A5022272025,48,IT
https://openalex.org/A5035808622,Pascal Van Hentenryck,773,https://api.openalex.org/works?filter=author.id:A5035808622,48,US
https://openalex.org/A5017401263,Marta C. González,209,https://api.openalex.org/works?filter=author.id:A5017401263,48,US
https://openalex.org/A5078128297,Ranjit Kumar Chandra,285,https://api.openalex.org/works?filter=author.id:A5078128297,47,CA
https://openalex.org/A5059507519,Philippe Beutels,271,https://api.openalex.org/works?filter=author.id:A5059507519,47,BE
https://openalex.org/A5077381667,Rens Vliegenthart,273,https://api.openalex.org/works?filter=author.id:A5077381667,47,NL
https://openalex.org/A5014971104,Richard Bruggeman,401,https://api.openalex.org/works?filter=author.id:A5014971104,47,NL
https://openalex.org/A5013438507,Davide Μ. Proserpio,230,https://api.openalex.org/works?filter=author.id:A5013438507,47,IT
https://openalex.org/A5008820196,Muhammad Ali,170,https://api.openalex.org/works?filter=author.id:A5008820196,47,SA
https://openalex.org/A5008813157,Richard Freedman,235,https://api.openalex.org/works?filter=author.id:A5008813157,47,US
https://openalex.org/A5077277862,Xiao Dong Zhang,633,https://api.openalex.org/works?filter=author.id:A5077277862,46,CN
https://openalex.org/A5041097296,David M. Rand,118,https://api.openalex.org/works?filter=author.id:A5041097296,46,US
https://openalex.org/A5003497084,José Carlos Rodríguez‐Cabello,266,https://api.openalex.org/works?filter=author.id:A5003497084,46,ES
https://openalex.org/A5002793667,David A. Axelrod,277,https://api.openalex.org/works?filter=author.id:A5002793667,46,US
https://openalex.org/A5086700947,Li Li Zhang,223,https://api.openalex.org/works?filter=author.id:A5086700947,45,CN
https://openalex.org/A5058359917,Carlos J. Rodríguez,470,https://api.openalex.org/works?filter=author.id:A5058359917,45,US
https://openalex.org/A5015711710,Brian Uzzi,186,https://api.openalex.org/works?filter=author.id:A5015711710,45,US
https://openalex.org/A5052763946,Ren Xiang Tan,199,https://api.openalex.org/works?filter=author.id:A5052763946,44,CN
https://openalex.org/A5009914471,Peng Hao,251,https://api.openalex.org/works?filter=author.id:A5009914471,44,CN
https://openalex.org/A5039983368,Zheng‐Fu Han,822,https://api.openalex.org/works?filter=author.id:A5039983368,44,CN
https://openalex.org/A5068209077,Yu‐Wen Chen,877,https://api.openalex.org/works?filter=author.id:A5068209077,44,CN
https://openalex.org/A5016268748,Fabrizio Lillo,471,https://api.openalex.org/works?filter=author.id:A5016268748,43,IT
https://openalex.org/A5060895838,Stephen Davies,314,https://api.openalex.org/works?filter=author.id:A5060895838,43,AU
https://openalex.org/A5014647140,Aaron Clauset,201,https://api.openalex.org/works?filter=author.id:A5014647140,43,US
https://openalex.org/A5030562658,Michel Dubois‐Dauphin,116,https://api.openalex.org/works?filter=author.id:A5030562658,43,CH
https://openalex.org/A5058615195,Xiao Li Zhang,270,https://api.openalex.org/works?filter=author.id:A5058615195,43,HK
https://openalex.org/A5058693284,Muhammad Ali Babar,431,https://api.openalex.org/works?filter=author.id:A5058693284,43,SA
https://openalex.org/A5029483412,Cassidy R. Sugimoto,282,https://api.openalex.org/works?filter=author.id:A5029483412,43,US
https://openalex.org/A5076683363,Sacha Epskamp,169,https://api.openalex.org/works?filter=author.id:A5076683363,42,SG
https://openalex.org/A5075283583,Noshir Contractor,338,https://api.openalex.org/works?filter=author.id:A5075283583,42,US
https://openalex.org/A5023892723,Licia Capra,165,https://api.openalex.org/works?filter=author.id:A5023892723,41,GB
https://openalex.org/A5040821463,Peter Sheridan Dodds,225,https://api.openalex.org/works?filter=author.id:A5040821463,41,US
https://openalex.org/A5016735993,Sean Xiao‐An Zhang,147,https://api.openalex.org/works?filter=author.id:A5016735993,41,CN
https://openalex.org/A5014466973,Robb Willer,144,https://api.openalex.org/works?filter=author.id:A5014466973,41,US
https://openalex.org/A5036233446,Chun Li Zhang,100,https://api.openalex.org/works?filter=author.id:A5036233446,40,US
https://openalex.org/A5059651484,Hao Cui,208,https://api.openalex.org/works?filter=author.id:A5059651484,40,CN
https://openalex.org/A5065232848,James D. Michelson,133,https://api.openalex.org/works?filter=author.id:A5065232848,40,US
https://openalex.org/A5070657345,Vittorio Loreto,254,https://api.openalex.org/works?filter=author.id:A5070657345,40,IT
https://openalex.org/A5085936810,Matthew S. Edwards,270,https://api.openalex.org/works?filter=author.id:A5085936810,40,US
https://openalex.org/A5023365550,Brendan O’Connor,246,https://api.openalex.org/works?filter=author.id:A5023365550,40,IE
https://openalex.org/A5068182184,Andrea Baronchelli,242,https://api.openalex.org/works?filter=author.id:A5068182184,40,GB
https://openalex.org/A5033656008,Ingmar Weber,272,https://api.openalex.org/works?filter=author.id:A5033656008,39,DE
https://openalex.org/A5091756384,Francisco C. Santos,274,https://api.openalex.org/works?filter=author.id:A5091756384,39,PT
https://openalex.org/A5048877432,Bruno Lepri,312,https://api.openalex.org/works?filter=author.id:A5048877432,39,IT
https://openalex.org/A5090962780,Bertram F. Malle,210,https://api.openalex.org/works?filter=author.id:A5090962780,39,US
https://openalex.org/A5068435349,Yan Leng,222,https://api.openalex.org/works?filter=author.id:A5068435349,39,CN
https://openalex.org/A5009232244,Iyad Rahwan,303,https://api.openalex.org/works?filter=author.id:A5009232244,39,DE
https://openalex.org/A5089384499,Matthew Edwards,124,https://api.openalex.org/works?filter=author.id:A5089384499,39,AU
https://openalex.org/A5044210345,E. Carlos Rodríguez-Merchán,482,https://api.openalex.org/works?filter=author.id:A5044210345,39,ES
https://openalex.org/A5079169390,Ian Stewart,876,https://api.openalex.org/works?filter=author.id:A5079169390,39,GB
https://openalex.org/A5073961643,Sander van der Linden,196,https://api.openalex.org/works?filter=author.id:A5073961643,38,GB
https://openalex.org/A5082225935,Boleslaw K. Szymanski,168,https://api.openalex.org/works?filter=author.id:A5082225935,38,US
https://openalex.org/A5064297795,César A. Hidalgo,231,https://api.openalex.org/works?filter=author.id:A5064297795,38,FR
https://openalex.org/A5017534073,Michael W. Macy,191,https://api.openalex.org/works?filter=author.id:A5017534073,38,US
https://openalex.org/A5054502863,Tao Jia,158,https://api.openalex.org/works?filter=author.id:A5054502863,38,CN
https://openalex.org/A5023426397,Frank van Tubergen,156,https://api.openalex.org/works?filter=author.id:A5023426397,38,NL
https://openalex.org/A5049920688,Janet B. Pierrehumbert,154,https://api.openalex.org/works?filter=author.id:A5049920688,38,GB
https://openalex.org/A5003052915,Xu Zhen,96,https://api.openalex.org/works?filter=author.id:A5003052915,38,CA
https://openalex.org/A5082506293,Marcos Roberto de Oliveira,168,https://api.openalex.org/works?filter=author.id:A5082506293,37,BR
https://openalex.org/A5037267743,Claudia Wagner-Riddle,113,https://api.openalex.org/works?filter=author.id:A5037267743,37,CA
https://openalex.org/A5018313534,Edward Y. Lee,257,https://api.openalex.org/works?filter=author.id:A5018313534,37,US
https://openalex.org/A5015080044,Sune Lehmann,193,https://api.openalex.org/works?filter=author.id:A5015080044,37,DK
https://openalex.org/A5064769969,Ting‐Ting Li,274,https://api.openalex.org/works?filter=author.id:A5064769969,37,CN
https://openalex.org/A5080376515,Chris Baber,376,https://api.openalex.org/works?filter=author.id:A5080376515,37,GB
https://openalex.org/A5027036879,Sharad Goel,176,https://api.openalex.org/works?filter=author.id:A5027036879,37,US
https://openalex.org/A5072301103,Marta González-Freire,101,https://api.openalex.org/works?filter=author.id:A5072301103,37,ES
https://openalex.org/A5015211752,Aaron Smith,157,https://api.openalex.org/works?filter=author.id:A5015211752,37,GB
https://openalex.org/A5071165387,Mirta Galešić,186,https://api.openalex.org/works?filter=author.id:A5071165387,36,AT
https://openalex.org/A5017095669,Manuel Cebrián,215,https://api.openalex.org/works?filter=author.id:A5017095669,36,ES
https://openalex.org/A5043278211,David Sànchez,253,https://api.openalex.org/works?filter=author.id:A5043278211,36,ES
https://openalex.org/A5056467893,Hillel Rapoport,313,https://api.openalex.org/works?filter=author.id:A5056467893,36,LU
https://openalex.org/A5081008532,Daniele Quercia,244,https://api.openalex.org/works?filter=author.id:A5081008532,36,GB
https://openalex.org/A5012937709,Ke Zhou,160,https://api.openalex.org/works?filter=author.id:A5012937709,36,CN
https://openalex.org/A5038390320,Frauke Kreuter,299,https://api.openalex.org/works?filter=author.id:A5038390320,36,US
https://openalex.org/A5036452910,Christoffer Green‐Pedersen,159,https://api.openalex.org/works?filter=author.id:A5036452910,36,DK
https://openalex.org/A5067625837,Ralph Schroeder,286,https://api.openalex.org/works?filter=author.id:A5067625837,35,GB
https://openalex.org/A5088124868,Wenlan Zhang,239,https://api.openalex.org/works?filter=author.id:A5088124868,35,CN
https://openalex.org/A5076755077,Stefan Wuchty,130,https://api.openalex.org/works?filter=author.id:A5076755077,35,US
https://openalex.org/A5051562596,Zheng Han,130,https://api.openalex.org/works?filter=author.id:A5051562596,35,
https://openalex.org/A5014330688,Kun He,154,https://api.openalex.org/works?filter=author.id:A5014330688,35,CN
https://openalex.org/A5005917772,Carlos Magis-Rodríguez,110,https://api.openalex.org/works?filter=author.id:A5005917772,35,MX
https://openalex.org/A5054279514,Zhen-Zhong Xu,55,https://api.openalex.org/works?filter=author.id:A5054279514,35,CN
https://openalex.org/A5044881481,Victor Galaz,115,https://api.openalex.org/works?filter=author.id:A5044881481,35,SE
https://openalex.org/A5004281470,Deb Roy,278,https://api.openalex.org/works?filter=author.id:A5004281470,35,US
https://openalex.org/A5070234798,Tian Yang,231,https://api.openalex.org/works?filter=author.id:A5070234798,34,CN
https://openalex.org/A5070174554,Edward W. Lee,159,https://api.openalex.org/works?filter=author.id:A5070174554,34,US
https://openalex.org/A5038332090,Zhen-Lin Xu,275,https://api.openalex.org/works?filter=author.id:A5038332090,34,CN
https://openalex.org/A5047287413,Marcos L.S. Oliveira,56,https://api.openalex.org/works?filter=author.id:A5047287413,34,BR
https://openalex.org/A5031723354,Li Liao,162,https://api.openalex.org/works?filter=author.id:A5031723354,34,CN
https://openalex.org/A5041112611,Xiǎo Zhang,206,https://api.openalex.org/works?filter=author.id:A5041112611,34,CN
https://openalex.org/A5062936936,Zheng‐Bo Han,153,https://api.openalex.org/works?filter=author.id:A5062936936,34,CN
https://openalex.org/A5061900944,Alessia Melegaro,108,https://api.openalex.org/works?filter=author.id:A5061900944,34,IT
https://openalex.org/A5051368970,Philip W. Howard,233,https://api.openalex.org/works?filter=author.id:A5051368970,34,GB
https://openalex.org/A5077456949,David García-Galiano,70,https://api.openalex.org/works?filter=author.id:A5077456949,34,ES
https://openalex.org/A5023667387,Lili Miao,175,https://api.openalex.org/works?filter=author.id:A5023667387,34,CN
https://openalex.org/A5011126050,Makoto Mizuno,292,https://api.openalex.org/works?filter=author.id:A5011126050,34,JP
https://openalex.org/A5017534262,David A. Lagnado,234,https://api.openalex.org/works?filter=author.id:A5017534262,33,GB
https://openalex.org/A5064052820,Muhammad Ubaid Ali,105,https://api.openalex.org/works?filter=author.id:A5064052820,33,CN
https://openalex.org/A5012962001,Cui Hao,205,https://api.openalex.org/works?filter=author.id:A5012962001,33,CN
https://openalex.org/A5066649557,Becky P.Y. Loo,257,https://api.openalex.org/works?filter=author.id:A5066649557,33,HK
https://openalex.org/A5091239458,David Izquierdo‐Garcia,100,https://api.openalex.org/works?filter=author.id:A5091239458,33,US
https://openalex.org/A5015896077,Xiao Ming Zhang,307,https://api.openalex.org/works?filter=author.id:A5015896077,33,CN
https://openalex.org/A5008291667,Walter Quattrociocchi,193,https://api.openalex.org/works?filter=author.id:A5008291667,33,IT
https://openalex.org/A5022647373,Wentao Xu,122,https://api.openalex.org/works?filter=author.id:A5022647373,33,CN
https://openalex.org/A5079636968,Philip N. Howard,321,https://api.openalex.org/works?filter=author.id:A5079636968,33,US
https://openalex.org/A5038177250,Yu Wen Chen,180,https://api.openalex.org/works?filter=author.id:A5038177250,32,TW
https://openalex.org/A5059033705,Vincenzo Nicosia,171,https://api.openalex.org/works?filter=author.id:A5059033705,32,GB
https://openalex.org/A5008584000,Michael T. Schaub,160,https://api.openalex.org/works?filter=author.id:A5008584000,32,DE
https://openalex.org/A5048888033,Cheng Pan,376,https://api.openalex.org/works?filter=author.id:A5048888033,32,CN
https://openalex.org/A5077644730,Han-Qing Zheng,390,https://api.openalex.org/works?filter=author.id:A5077644730,32,CN
https://openalex.org/A5005031025,Daniel J. Corsi,188,https://api.openalex.org/works?filter=author.id:A5005031025,32,CA
https://openalex.org/A5006071289,Mary Y. Hu,85,https://api.openalex.org/works?filter=author.id:A5006071289,32,CN
https://openalex.org/A5060933570,Luca Rossi,224,https://api.openalex.org/works?filter=author.id:A5060933570,32,IT
https://openalex.org/A5071422618,Markus Strohmaier,336,https://api.openalex.org/works?filter=author.id:A5071422618,32,AT
https://openalex.org/A5018025509,Shi-Li Zhang,280,https://api.openalex.org/works?filter=author.id:A5018025509,32,SE
https://openalex.org/A5023757704,Zhicong Chen,243,https://api.openalex.org/works?filter=author.id:A5023757704,32,CN
https://openalex.org/A5076881829,Huang‐Tian Yang,114,https://api.openalex.org/works?filter=author.id:A5076881829,32,CN
https://openalex.org/A5074882415,E. Stephen Davies,106,https://api.openalex.org/works?filter=author.id:A5074882415,32,GB
https://openalex.org/A5022601535,Mykola Pechenizkiy,414,https://api.openalex.org/works?filter=author.id:A5022601535,32,NL
https://openalex.org/A5010318820,Takayuki Mizuno,461,https://api.openalex.org/works?filter=author.id:A5010318820,31,JP
https://openalex.org/A5049607869,Bahador Bahrami,117,https://api.openalex.org/works?filter=author.id:A5049607869,31,GB
https://openalex.org/A5045982776,Han Zheng,158,https://api.openalex.org/works?filter=author.id:A5045982776,31,CN
https://openalex.org/A5036202701,Masanori Hirano,162,https://api.openalex.org/works?filter=author.id:A5036202701,31,JP
https://openalex.org/A5072574591,Marcelo Silva,379,https://api.openalex.org/works?filter=author.id:A5072574591,31,BR
https://openalex.org/A5016967438,Chun Ting Li,81,https://api.openalex.org/works?filter=author.id:A5016967438,31,TW
https://openalex.org/A5085306324,Giuseppe Lo Russo,272,https://api.openalex.org/works?filter=author.id:A5085306324,31,IT
https://openalex.org/A5063652311,Mitsuo Yoshida,454,https://api.openalex.org/works?filter=author.id:A5063652311,31,JP
https://openalex.org/A5061951606,Ryan Cotterell,431,https://api.openalex.org/works?filter=author.id:A5061951606,31,CH
https://openalex.org/A5040057841,Marta González‐Álvarez,114,https://api.openalex.org/works?filter=author.id:A5040057841,31,ES
https://openalex.org/A5071477108,David Sánchez-Argüelles,83,https://api.openalex.org/works?filter=author.id:A5071477108,31,MX
https://openalex.org/A5020218889,Stephen J. Davies,81,https://api.openalex.org/works?filter=author.id:A5020218889,31,US
https://openalex.org/A5053987970,Christopher I Jarvis,81,https://api.openalex.org/works?filter=author.id:A5053987970,31,GB
https://openalex.org/A5062557346,Steffen‐Sebastian Bolz,83,https://api.openalex.org/works?filter=author.id:A5062557346,31,CA
https://openalex.org/A5004745888,Bolesław K. Szymański,434,https://api.openalex.org/works?filter=author.id:A5004745888,31,PL
https://openalex.org/A5056438865,Masaru Kitsuregawa,666,https://api.openalex.org/works?filter=author.id:A5056438865,31,JP
https://openalex.org/A5011274857,Xiang‐Kui Ren,148,https://api.openalex.org/works?filter=author.id:A5011274857,31,CN
https://openalex.org/A5003581663,Tom Lenaerts,354,https://api.openalex.org/works?filter=author.id:A5003581663,31,BE
https://openalex.org/A5022964743,David Sánchez‐Fernández,137,https://api.openalex.org/works?filter=author.id:A5022964743,31,ES
https://openalex.org/A5071393929,Cheng‐Pan Zhang,131,https://api.openalex.org/works?filter=author.id:A5071393929,31,CN
https://openalex.org/A5062152238,Hao Peng,192,https://api.openalex.org/works?filter=author.id:A5062152238,31,CN
https://openalex.org/A5088075501,Michel Dubois,453,https://api.openalex.org/works?filter=author.id:A5088075501,31,FR
https://openalex.org/A5060869525,Muhammad Ali Butt,213,https://api.openalex.org/works?filter=author.id:A5060869525,30,PL
https://openalex.org/A5002809454,Daniel A. McFarland,94,https://api.openalex.org/works?filter=author.id:A5002809454,30,US
https://openalex.org/A5053202587,Xiao-Ai Zhang,229,https://api.openalex.org/works?filter=author.id:A5053202587,30,CN
https://openalex.org/A5002034958,Christopher M. Danforth,196,https://api.openalex.org/works?filter=author.id:A5002034958,30,US
https://openalex.org/A5035038818,Aaron G. Smith,78,https://api.openalex.org/works?filter=author.id:A5035038818,30,US
https://openalex.org/A5055997493,Adam G. Dunn,210,https://api.openalex.org/works?filter=author.id:A5055997493,30,AU
https://openalex.org/A5058217241,Michel Dubois‐Violette,195,https://api.openalex.org/works?filter=author.id:A5058217241,30,FR
https://openalex.org/A5007568438,Hao‐Jie Cui,75,https://api.openalex.org/works?filter=author.id:A5007568438,30,CN
https://openalex.org/A5011077465,Beatrice Rammstedt,227,https://api.openalex.org/works?filter=author.id:A5011077465,30,DE
https://openalex.org/A5067738013,Q. Nguyên Luong,80,https://api.openalex.org/works?filter=author.id:A5067738013,30,FR
https://openalex.org/A5052040863,Giuseppe Russo,289,https://api.openalex.org/works?filter=author.id:A5052040863,30,IT
https://openalex.org/A5058959396,Cheng‐Ling Pan,149,https://api.openalex.org/works?filter=author.id:A5058959396,30,CN
https://openalex.org/A5042485474,L. Jonathan Cohen,332,https://api.openalex.org/works?filter=author.id:A5042485474,30,US
https://openalex.org/A5018108132,Alessandro Lomi,181,https://api.openalex.org/works?filter=author.id:A5018108132,30,CH
https://openalex.org/A5084267145,Gennaro Cordasco,293,https://api.openalex.org/works?filter=author.id:A5084267145,30,IT
https://openalex.org/A5041129592,Ting Luo,193,https://api.openalex.org/works?filter=author.id:A5041129592,29,CN
https://openalex.org/A5076597206,Muhammad Intizar Ali,209,https://api.openalex.org/works?filter=author.id:A5076597206,29,ID
https://openalex.org/A5088269023,Xiao Hui Zhang,222,https://api.openalex.org/works?filter=author.id:A5088269023,29,CN
https://openalex.org/A5011076435,Muhammad Ali Raza,114,https://api.openalex.org/works?filter=author.id:A5011076435,29,CN
https://openalex.org/A5039114051,Renzo Bianchi,204,https://api.openalex.org/works?filter=author.id:A5039114051,29,NO
https://openalex.org/A5060180402,Marta González-Warleta,83,https://api.openalex.org/works?filter=author.id:A5060180402,29,ES
